metric,area,comp,suff
accuracy,0.05,0.987413,0.993924
accuracy,0.075,0.988281,0.995009
accuracy,0.1,0.988498,0.994141
accuracy,0.15,0.989583,0.994358
auc,0.05,0.064964,0.051523
auc,0.075,0.067652,0.05578
auc,0.1,0.066756,0.056004
auc,0.15,0.065636,0.054435
cross_entropy,0.05,0.147718,0.139403
cross_entropy,0.075,0.147513,0.136257
cross_entropy,0.1,0.147561,0.130162
cross_entropy,0.15,0.149043,0.117285
