metric,area,comp,suff
accuracy,0.05,0.982422,0.982639
accuracy,0.075,0.981988,0.985243
accuracy,0.1,0.98112,0.985203
accuracy,0.15,0.981337,0.984809
auc,0.05,0.384988,0.385324
auc,0.075,0.337246,0.391508
auc,0.1,0.299207,0.393345
auc,0.15,0.265485,0.394003
cross_entropy,0.05,0.095496,0.103117
cross_entropy,0.075,0.103924,0.105124
cross_entropy,0.1,0.108643,0.106789
cross_entropy,0.15,0.111864,0.10714
