metric,area,comp,suff
accuracy,0.05,0.976128,0.945152
accuracy,0.075,0.968493,0.947105
accuracy,0.1,0.964546,0.948487
accuracy,0.15,0.961508,0.948921
auc,0.05,0.69389,0.534793
auc,0.075,0.675568,0.58473
auc,0.1,0.652568,0.619877
auc,0.15,0.619753,0.639487
cross_entropy,0.05,0.121976,0.199675
cross_entropy,0.075,0.131131,0.188023
cross_entropy,0.1,0.140848,0.179971
cross_entropy,0.15,0.157054,0.172366
