metric,area,comp,suff
mae,0.05,2.703149,24.796909
mae,0.075,4.057106,23.532799
mae,0.1,5.001046,22.748036
mae,0.15,7.718483,20.674278
mse,0.05,0.705801,36.705255
mse,0.075,1.53574,33.710343
mse,0.1,2.398555,31.836473
mse,0.15,5.458529,27.197531
