metric,area,comp,suff
mae,0.05,2.603352,24.822236
mae,0.075,3.948213,23.648015
mae,0.1,4.632667,22.973443
mae,0.15,6.649013,21.356099
mse,0.05,0.649696,37.107595
mse,0.075,1.344098,34.33544
mse,0.1,1.837237,32.780296
mse,0.15,3.747022,29.159236
