metric,area,comp,suff
accuracy,0.05,0.717892,0.599073
accuracy,0.075,0.683551,0.603537
accuracy,0.1,0.677885,0.663977
accuracy,0.15,0.661058,0.838599
auc,0.05,0.400704,0.519865
auc,0.075,0.38306,0.556343
auc,0.1,0.399435,0.606649
auc,0.15,0.373639,0.666115
cross_entropy,0.05,0.788089,1.048111
cross_entropy,0.075,0.946865,0.868894
cross_entropy,0.1,1.019375,0.726383
cross_entropy,0.15,1.124337,0.495373
