metric,area,comp,suff
accuracy,0.05,0.602507,0.550137
accuracy,0.075,0.598043,0.550137
accuracy,0.1,0.593578,0.547905
accuracy,0.15,0.58465,0.550137
auc,0.05,0.468894,0.455799
auc,0.075,0.46778,0.458026
auc,0.1,0.467857,0.461521
auc,0.15,0.467857,0.461444
cross_entropy,0.05,1.248807,1.394153
cross_entropy,0.075,1.261521,1.391369
cross_entropy,0.1,1.271798,1.391613
cross_entropy,0.15,1.279492,1.39387
