metric,area,comp,suff
accuracy,0.05,0.592205,0.984547
accuracy,0.075,0.589973,0.984547
accuracy,0.1,0.58774,0.984547
accuracy,0.15,0.585508,0.986779
auc,0.05,0.237693,0.714286
auc,0.075,0.247068,0.714286
auc,0.1,0.244764,0.714286
auc,0.15,0.244764,0.714286
cross_entropy,0.05,1.299385,0.367686
cross_entropy,0.075,1.303727,0.362979
cross_entropy,0.1,1.304952,0.360722
cross_entropy,0.15,1.309833,0.355689
