metric,area,comp,suff
accuracy,0.05,0.735062,0.58568
accuracy,0.075,0.673935,0.600275
accuracy,0.1,0.640453,0.58465
accuracy,0.15,0.631525,0.588084
auc,0.05,0.549638,0.459651
auc,0.075,0.564026,0.449249
auc,0.1,0.563046,0.452897
auc,0.15,0.616386,0.395122
cross_entropy,0.05,0.634564,1.550584
cross_entropy,0.075,0.756232,1.503413
cross_entropy,0.1,0.864771,1.488627
cross_entropy,0.15,0.993889,1.436626
