metric,area,comp,suff
accuracy,0.05,0.526786,0.533482
accuracy,0.075,0.508929,0.541209
accuracy,0.1,0.513393,0.530048
accuracy,0.15,0.506696,0.515625
auc,0.05,0.549946,0.459366
auc,0.075,0.486951,0.48037
auc,0.1,0.449127,0.502496
auc,0.15,0.4397,0.514315
cross_entropy,0.05,1.439428,1.806732
cross_entropy,0.075,1.981557,2.08889
cross_entropy,0.1,2.325886,2.32371
cross_entropy,0.15,2.853903,2.648043
