metric,area,comp,suff
mae,0.05,2.617737,28.760422
mae,0.075,3.459653,27.650653
mae,0.1,4.244934,26.84202
mae,0.15,5.542756,25.065239
mse,0.05,0.644222,46.932771
mse,0.075,1.003279,43.813257
mse,0.1,1.471409,41.562604
mse,0.15,2.397084,36.857217
