metric,area,comp,suff
mae,0.05,10.882233,15.944826
mae,0.075,12.208421,14.7327
mae,0.1,12.896979,13.926815
mae,0.15,14.150239,12.313962
mse,0.05,9.634635,16.744219
mse,0.075,11.37634,14.45148
mse,0.1,12.339498,13.028277
mse,0.15,14.253635,10.343416
