metric,area,comp,suff
accuracy,0.05,0.974416,0.969952
accuracy,0.075,0.974416,0.972184
accuracy,0.1,0.972184,0.969952
accuracy,0.15,0.969952,0.96772
auc,0.05,0.427217,0.420361
auc,0.075,0.411864,0.413218
auc,0.1,0.40858,0.415969
auc,0.15,0.398974,0.413136
cross_entropy,0.05,0.249677,0.261621
cross_entropy,0.075,0.258243,0.272191
cross_entropy,0.1,0.264491,0.28089
cross_entropy,0.15,0.275823,0.293044
