metric,area,comp,suff
accuracy,0.05,0.667067,0.771635
accuracy,0.075,0.551168,0.5
accuracy,0.1,0.517857,0.5
accuracy,0.15,0.502232,0.5
auc,0.05,0.371795,0.311437
auc,0.075,0.356545,0.29951
auc,0.1,0.341286,0.293101
auc,0.15,0.319395,0.294034
cross_entropy,0.05,0.455339,0.485149
cross_entropy,0.075,0.589551,0.633749
cross_entropy,0.1,0.719207,0.772441
cross_entropy,0.15,0.946891,1.008087
