metric,area,comp,suff
accuracy,0.05,0.951236,0.982315
accuracy,0.075,0.951236,0.97682
accuracy,0.1,0.951236,0.979052
accuracy,0.15,0.951236,0.978022
auc,0.05,0.2494,0.714286
auc,0.075,0.22463,0.714286
auc,0.1,0.231431,0.714286
auc,0.15,0.231874,0.714286
cross_entropy,0.05,0.294254,0.195697
cross_entropy,0.075,0.304006,0.189233
cross_entropy,0.1,0.306913,0.186711
cross_entropy,0.15,0.304584,0.185236
