metric,area,comp,suff
accuracy,0.05,0.814904,0.61693
accuracy,0.075,0.794986,0.632555
accuracy,0.1,0.766999,0.628091
accuracy,0.15,0.707074,0.667926
auc,0.05,0.867202,0.671429
auc,0.075,0.820508,0.694198
auc,0.1,0.781508,0.707335
auc,0.15,0.740047,0.737755
cross_entropy,0.05,0.433074,0.663391
cross_entropy,0.075,0.471183,0.639814
cross_entropy,0.1,0.500676,0.627649
cross_entropy,0.15,0.536432,0.615046
