metric,area,comp,suff
mae,0.05,10.46318,24.991804
mae,0.075,13.248186,23.515298
mae,0.1,14.550839,22.880757
mae,0.15,16.90441,21.867815
mse,0.05,7.915568,37.612506
mse,0.075,12.132397,33.925985
mse,0.1,14.421075,32.397192
mse,0.15,19.045641,29.997999
