metric,area,comp,suff
mae,0.05,7.609619,26.072471
mae,0.075,9.817786,24.275072
mae,0.1,10.850415,23.308679
mae,0.15,12.730937,21.414934
mse,0.05,4.755129,39.922791
mse,0.075,7.294299,35.128388
mse,0.1,8.650086,32.692996
mse,0.15,11.451525,28.183648
