metric,area,comp,suff
mae,0.05,2.045011,30.389465
mae,0.075,3.187785,29.108244
mae,0.1,3.953623,28.183363
mae,0.15,5.95445,25.860973
mse,0.05,0.405094,53.819001
mse,0.075,0.928558,49.954902
mse,0.1,1.395838,47.214454
mse,0.15,2.938004,40.64508
