metric,area,comp,suff
mae,0.05,7.324147,26.467781
mae,0.075,9.130772,24.154826
mae,0.1,9.980472,22.887607
mae,0.15,11.540104,20.223126
mse,0.05,4.605437,41.401523
mse,0.075,6.671813,35.029779
mse,0.1,7.768812,31.758219
mse,0.15,9.96105,25.416736
