metric,area,comp,suff
mae,0.05,3.625929,26.979904
mae,0.075,5.428921,24.373187
mae,0.1,6.546462,22.713471
mae,0.15,9.088705,18.925664
mse,0.05,1.172784,43.326572
mse,0.075,2.465157,36.109291
mse,0.1,3.441129,31.778167
mse,0.15,6.253861,22.793912
