metric,area,comp,suff
mae,0.05,5.864111,28.591554
mae,0.075,6.518037,27.214077
mae,0.1,6.930884,26.306982
mae,0.15,7.89433,24.135504
mse,0.05,3.131252,48.234279
mse,0.075,3.646813,44.143597
mse,0.1,4.010005,41.53128
mse,0.15,4.959752,35.550455
