metric,area,comp,suff
mae,0.05,10.573639,23.602056
mae,0.075,12.696993,20.758733
mae,0.1,13.654241,19.210361
mae,0.15,15.420231,16.054345
mse,0.05,8.288473,33.436903
mse,0.075,11.632041,26.380251
mse,0.1,13.282517,22.840174
mse,0.15,16.492586,16.357831
