metric,area,comp,suff
mae,0.05,4.934572,27.830577
mae,0.075,7.614687,25.475245
mae,0.1,9.080751,24.215303
mae,0.15,11.833065,21.680073
mse,0.05,2.293286,45.985993
mse,0.075,4.825251,39.37401
mse,0.1,6.572368,36.054895
mse,0.15,10.419104,29.746249
