metric,area,comp,suff
accuracy,0.05,0.915179,0.973214
accuracy,0.075,0.910714,0.973214
accuracy,0.1,0.910714,0.982143
accuracy,0.15,0.910714,0.986607
auc,0.05,0.611028,0.84581
auc,0.075,0.589614,0.850126
auc,0.1,0.57583,0.850489
auc,0.15,0.541879,0.852006
cross_entropy,0.05,0.369056,0.31491
cross_entropy,0.075,0.375986,0.306095
cross_entropy,0.1,0.377597,0.298689
cross_entropy,0.15,0.382919,0.286454
