metric,area,comp,suff
mae,0.05,6.337437,14.83472
mae,0.075,8.842081,13.354174
mae,0.1,10.359027,12.365051
mae,0.15,12.914454,9.937539
mse,0.05,4.006135,14.967639
mse,0.075,6.615786,12.509366
mse,0.1,8.445745,10.935203
mse,0.15,11.811077,7.334562
